dataset,classifier,method,acc_mean,acc_std,f1m_mean,f1m_std,fnr_mean,fnr_std,time_mean,time_std,p_value,cliffs_delta,p_value_holm
BC,LR,Manual,0.9802325581395348,0.013482579171260518,0.9786867465488334,0.01453344782211796,4.0625,2.9646353064078554,1.818199598346837e-06,2.422707869400029e-07,,0.0,
BC,LR,Grid,0.9662790697674419,0.016850438076964448,0.9637353675927145,0.01810069475644556,5.625,3.227486121839514,1.303792011000405,0.34577132997310306,0.015625,-0.48,0.078125
BC,LR,Random,0.9697674418604653,0.016626054720563718,0.9673991421849675,0.017943436663935546,5.625,3.227486121839514,4.406906136100224,0.8905787149098247,0.046875,-0.38,0.1875
BC,LR,Bayesian,0.9697674418604653,0.016626054720563718,0.9673991421849675,0.017943436663935546,5.625,3.227486121839514,3.136121357399861,2.1769993164302823,0.046875,-0.38,0.1875
BC,LR,GWO,0.9709302325581396,0.020692012116339736,0.9687285262986025,0.022228454484917025,5.0,3.6680868461789604,7.7251766589006365,4.611182162859619,0.125,-0.25,0.1875
BC,LR,PSO,0.9686046511627907,0.018221177168283947,0.9662401003726766,0.019572958965756556,5.3125,3.310468454598063,19.632055321199914,18.391742833793284,0.0625,-0.37,0.1875
BC,RF,Manual,0.961627906976744,0.0205462919080598,0.9586706040390102,0.0222223006143161,6.25,4.419417382415922,1.7614000171306543e-06,4.2434989318722096e-07,,0.0,
BC,RF,Grid,0.9651162790697676,0.020509700085772013,0.9624921278477103,0.022348937177684998,5.3125,4.179667218278933,568.2522226735001,27.75174797779786,0.5625,0.11,1.0
BC,RF,Random,0.9651162790697676,0.0238930775308875,0.9625987081663856,0.025848148568169284,4.6875,4.480377743251368,25.220870444000138,2.459568602025747,0.53125,0.1,1.0
BC,RF,Bayesian,0.963953488372093,0.019341046433914173,0.9613016802923612,0.02092133834825612,5.3125,4.179667218278933,25.16603975630005,6.092607274933326,0.6875,0.06,1.0
BC,RF,GWO,0.9662790697674417,0.022897760446111512,0.9637771405408386,0.024837727814438035,5.0,4.218428485690955,112.16993039139997,47.3919013102574,0.515625,0.16,1.0
BC,RF,PSO,0.963953488372093,0.02417436609226771,0.9612950512595859,0.026126348535541574,5.3125,4.431676538788051,128.24745833899996,64.52253048553673,0.875,0.09,1.0
BC,SVM,Manual,0.9662790697674419,0.010181337625243144,0.9636059897838027,0.01124624447189187,5.9375,4.020887305337246,1.7952001144294626e-06,3.312379224642774e-07,,0.0,
BC,SVM,Grid,0.9651162790697676,0.01817990604582723,0.9625355164055451,0.019480093693544812,5.625,2.8716768233521295,0.587910263500089,0.12915097365655812,1.0,-0.01,1.0
BC,SVM,Random,0.9697674418604653,0.015696478086291907,0.9672069812010815,0.01725924889300526,6.5625,4.020887305337246,0.4470749702997637,0.08918914187059925,0.28125,0.15,1.0
BC,SVM,Bayesian,0.9674418604651163,0.019611024249106213,0.9649187082850897,0.021102654596040608,5.9375,3.439077920670662,0.6606215516998418,0.07736007825507765,0.796875,0.16,1.0
BC,SVM,GWO,0.9662790697674419,0.017719580543662714,0.9636803113895096,0.019088073149685057,5.9375,3.439077920670662,1.8049809864995041,0.3694449501740719,0.4921875,0.05,1.0
BC,SVM,PSO,0.9651162790697676,0.015503875968992229,0.9624886558691463,0.016763496439958458,5.625,3.547788826234667,1.7847804386001371,0.3865775719976063,1.0,-0.08,1.0
HD,LR,Manual,0.8365853658536586,0.06302779656362377,0.8314258523262941,0.06691838413682985,22.222222222222218,11.712139482105108,1.956100459210575e-06,2.2706220140115082e-07,,0.0,
HD,LR,Grid,0.8390243902439025,0.06318490805764373,0.8328605809184175,0.06713748665041643,23.333333333333332,13.30243333042072,0.09565907310025068,0.011177315422094061,1.0,0.01,1.0
HD,LR,Random,0.8390243902439025,0.057717851542435285,0.8327728473545518,0.06198816693740703,23.888888888888886,12.297746456210366,0.3298218788997474,0.028573480075101885,1.0,0.0,1.0
HD,LR,Bayesian,0.8365853658536586,0.05754581583475248,0.8305022778793358,0.06127706371936217,24.44444444444444,10.861391332307543,0.7956096811001772,0.2610605930317735,1.0,-0.03,1.0
HD,LR,GWO,0.8390243902439025,0.057717851542435285,0.8328979262666717,0.06197222394826488,23.888888888888886,11.726770517768564,1.519752258599692,0.6198421924059313,1.0,0.0,1.0
HD,LR,PSO,0.8390243902439025,0.057717851542435285,0.8328979262666717,0.06197222394826488,23.888888888888886,11.726770517768564,1.449558084000455,0.25844314680871633,1.0,0.0,1.0
HD,RF,Manual,0.8439024390243903,0.05038027117017778,0.838373089406921,0.055067221971613456,22.222222222222218,11.712139482105108,1.3599999874713831e-06,2.4676215257153404e-07,,0.0,
HD,RF,Grid,0.8390243902439025,0.06318490805764372,0.8327932458339692,0.06758306153722907,23.888888888888886,12.573514960568854,321.00599178329975,7.636570223389754,0.8125,0.02,1.0
HD,RF,Random,0.8390243902439025,0.05167560514494537,0.8318893377237833,0.05678447328428654,25.555555555555554,11.475506210984939,16.046730307500003,1.704926610851818,0.59375,-0.07,1.0
HD,RF,Bayesian,0.8439024390243903,0.07012636960275714,0.8376013976967099,0.07470220422719347,23.888888888888886,12.843363618073852,15.111302469399925,2.415845954499864,1.0,0.13,1.0
HD,RF,GWO,0.8390243902439025,0.0728992252730403,0.8327828687455533,0.07654588525990491,24.44444444444444,12.339504628857542,65.90191287390007,25.85797138629659,0.828125,0.04,1.0
HD,RF,PSO,0.8390243902439025,0.07380036239291198,0.8331075090575292,0.07743795175018159,23.888888888888886,12.297746456210364,62.85897804099968,23.586350980896256,0.828125,0.02,1.0
HD,SVM,Manual,0.8317073170731708,0.03890564589920455,0.8254235592713,0.04297321164218025,24.999999999999993,9.532990871284259,1.9586001144489274e-06,3.158217069596394e-07,,0.0,
HD,SVM,Grid,0.8341463414634147,0.05725794101352523,0.8285348287457023,0.06085375026827384,22.222222222222225,13.094570021973103,0.8749017270001787,0.4428201229818305,0.9375,0.07,1.0
HD,SVM,Random,0.8219512195121952,0.038220030157863905,0.815874275008628,0.04228797975370167,24.444444444444446,10.86139133230754,0.4066743885996402,0.13613456231930857,0.3125,-0.11,1.0
HD,SVM,Bayesian,0.8195121951219513,0.04768415706866724,0.8141242989530708,0.05117205400788214,23.333333333333332,11.049210289019479,0.9552237401996535,0.6086806867012319,0.4765625,-0.11,1.0
HD,SVM,GWO,0.8243902439024391,0.04712642844289248,0.8184981295052332,0.050061849983427796,25.000000000000007,9.532990871284259,4.8405112896994975,4.342028186919785,0.8125,-0.05,1.0
HD,SVM,PSO,0.8170731707317074,0.04185215504466258,0.810083472838223,0.0455541956523545,26.666666666666668,10.409977275966812,6.147556619799798,6.065240021533384,0.25,-0.21,1.0
ILPD,LR,Manual,0.7238636363636364,0.026270516491514715,0.5749337135514389,0.03789224352730838,8.253968253968253,3.945259657631164,1.5312998584704474e-06,2.2102828143059256e-07,,0.0,
ILPD,LR,Grid,0.7022727272727272,0.03379501215635678,0.5942510750994796,0.030357739583637418,15.238095238095237,6.742659183946663,0.42520386289979795,0.05649634510032891,0.146484375,-0.39,0.5859375
ILPD,LR,Random,0.7022727272727274,0.03293494715043056,0.5916427415669949,0.028962382622146135,14.76190476190476,5.846500993253447,1.5691715180000756,0.4813148725213337,0.1484375,-0.45,0.5859375
ILPD,LR,Bayesian,0.6977272727272728,0.026352313834736525,0.5698680439182497,0.04679984685173314,13.650793650793652,5.1948942682046875,1.285554131200115,0.605046054713307,0.109375,-0.55,0.546875
ILPD,LR,GWO,0.7193181818181817,0.028872483333575,0.5777272407655192,0.047749049815336224,9.523809523809524,3.815398175094168,8.965128077100598,8.433506093611465,0.578125,-0.12,0.75
ILPD,LR,PSO,0.7147727272727272,0.03098197734345232,0.577756726294888,0.04848963758267997,10.476190476190474,3.973541450903405,10.872935346500162,9.300574841922414,0.375,-0.18,0.75
ILPD,RF,Manual,0.7,0.04520131481871607,0.5951470592223932,0.05376591054237384,15.714285714285714,5.621926543551108,1.0968000424327328e-06,2.577646582896005e-07,,0.0,
ILPD,RF,Grid,0.6886363636363637,0.05281340926646478,0.5778274547063498,0.052883839163171346,16.34920634920635,7.9909946235075315,406.07178642949947,15.587982632330299,0.484375,-0.11,1.0
ILPD,RF,Random,0.7090909090909091,0.04224801058666268,0.594351021650062,0.06320550178682098,13.65079365079365,4.7442352955470675,19.362078850799662,2.43054830333922,0.2578125,0.05,1.0
ILPD,RF,Bayesian,0.6954545454545455,0.04245129007915728,0.5687767706119424,0.056339847414908946,13.80952380952381,5.551774979714148,16.621413539600688,3.33550991924554,0.578125,-0.06,1.0
ILPD,RF,GWO,0.6988636363636365,0.04192413564617171,0.5765455948192315,0.06426337179694142,13.968253968253968,4.539176844344384,49.19706179669993,19.977951189875288,0.64453125,-0.03,1.0
ILPD,RF,PSO,0.7022727272727274,0.04037246240749767,0.5791502813668348,0.06311756000020234,13.650793650793652,5.901309415279866,53.44134905729989,20.74606788753132,1.0,0.02,1.0
ILPD,SVM,Manual,0.7136363636363637,0.004791329788133904,0.4164415011037527,0.0016381482507421287,0.31746031746031744,0.6692651132631491,1.3374999980442226e-06,2.541746623546046e-07,,0.0,
ILPD,SVM,Grid,0.6874999999999999,0.0408845324714449,0.5759469804938052,0.06864688712328214,16.825396825396826,5.24850656831206,0.8896263509010168,0.1560783566057795,0.08203125,-0.56,0.205078125
ILPD,SVM,Random,0.6988636363636365,0.04192413564617171,0.5713939181741543,0.06706723945618037,13.492063492063492,4.747184773790042,0.6426214217997768,0.1370589305340253,0.421875,-0.06,0.421875
ILPD,SVM,Bayesian,0.6886363636363636,0.03757453565950681,0.5642683445721722,0.07678275446186617,15.396825396825392,4.554569146382506,1.1161877599995933,0.22109675767298126,0.0546875,-0.58,0.205078125
ILPD,SVM,GWO,0.6863636363636364,0.037574535659506816,0.5651166366018672,0.07008905313149187,15.873015873015872,4.6728893472634105,3.8936514123004597,0.44174538381792444,0.048828125,-0.56,0.205078125
ILPD,SVM,PSO,0.6852272727272728,0.0371328058580378,0.5636936060990202,0.0709344431685676,16.03174603174603,4.87519555546643,5.106464202200368,1.000882335061497,0.041015625,-0.58,0.205078125
PD,LR,Manual,0.7844827586206896,0.01906106201353677,0.7465501588899759,0.025422812479347936,43.41463414634147,5.490062769474515,1.5833003999432548e-06,2.784242896774755e-07,,0.0,
PD,LR,Grid,0.7706896551724137,0.032561414883253544,0.7383021081524788,0.031092772712800542,40.73170731707317,4.60624893470416,0.10442891839993536,0.006623858303298238,0.125,-0.24,0.5
PD,LR,Random,0.7758620689655171,0.022258524978203534,0.7422126289086932,0.024809287837014325,41.21951219512196,4.519330767377982,0.5090927337001631,0.20472794393512378,0.09375,-0.23,0.46875
PD,LR,Bayesian,0.7801724137931034,0.03128094979465119,0.7472228503303222,0.03852947746520624,40.0,8.464660217769348,0.6639973089004343,0.06961915969956393,0.59375,-0.12,1.0
PD,LR,GWO,0.7827586206896553,0.028096336923173135,0.749706163650642,0.03448717122838336,40.0,7.982398509680376,1.5404751530000795,0.3044062914294251,1.0,-0.08,1.0
PD,LR,PSO,0.778448275862069,0.023713426477905464,0.7417604476971291,0.028862629749893415,42.6829268292683,6.8263640746937675,1.8572119723994547,0.5548777602071732,0.53125,-0.2,1.0
PD,RF,Manual,0.775,0.023149579380600943,0.7392504120402379,0.02973894535752995,42.43902439024391,5.771785154243529,1.4262001059250907e-06,4.68096794515534e-07,,0.0,
PD,RF,Grid,0.7741379310344828,0.027800888787236373,0.7385755625487629,0.035592916688322374,42.19512195121952,7.092301947175411,426.4656351449001,13.282955272814235,0.8671875,-0.01,1.0
PD,RF,Random,0.7827586206896552,0.029807591907792957,0.7482586078062667,0.039237822064607804,40.97560975609756,8.031927827790874,20.769836425399625,1.9941487693846127,0.369140625,0.23,1.0
PD,RF,Bayesian,0.7818965517241379,0.025717989465821205,0.7480280908818985,0.0329734056442836,40.73170731707317,7.184894665133561,19.109596009799862,5.287432864508099,0.27734375,0.2,1.0
PD,RF,GWO,0.7810344827586206,0.026399273742197374,0.7474068316879842,0.033178137603641356,40.73170731707317,6.609911097293606,68.99976532699911,30.461282866529686,0.5234375,0.15,1.0
PD,RF,PSO,0.7793103448275863,0.02411054823379658,0.7447066211784612,0.03001034326946113,41.463414634146346,6.191685451921876,70.67507660359988,39.38810796339629,0.4765625,0.14,1.0
PD,SVM,Manual,0.7672413793103449,0.026021221661314403,0.7253294813359571,0.03304454888662178,46.341463414634156,6.504065040650407,1.1019998055417092e-06,2.618558516645454e-07,,0.0,
PD,SVM,Grid,0.7672413793103449,0.022988505747126423,0.7250724127743428,0.02982701188789647,46.58536585365853,5.567770298622418,2.9586111405005795,1.0055683872451415,1.0,0.01,1.0
PD,SVM,Random,0.7629310344827586,0.023433198894109303,0.7194506749721895,0.029069427984623072,47.5609756097561,5.044582782923113,1.492533483000443,0.36225201887613906,0.703125,-0.06,1.0
PD,SVM,Bayesian,0.7663793103448275,0.02943123592889508,0.7231403952603623,0.035894483981508914,47.31707317073172,5.417343495595996,1.9624669091994291,0.9837339960616792,0.83203125,0.01,1.0
PD,SVM,GWO,0.7577586206896552,0.02167588754671966,0.7141078782078443,0.02799689357717497,47.804878048780495,5.417343495595996,11.219005012400157,8.439145238107804,0.203125,-0.21,1.0
PD,SVM,PSO,0.7655172413793103,0.027502266928748038,0.7202871215577535,0.032764341440554935,48.536585365853654,4.370627660395322,10.782399957799862,6.748145645133895,0.875,-0.03,1.0
